CNT,IC177Q01JA,IC177Q02JA,IC177Q03JA,IC177Q04JA,IC177Q05JA,IC177Q06JA,IC177Q07JA,IC178Q01JA,IC178Q02JA,IC178Q03JA,IC178Q04JA,IC178Q05JA,IC178Q06JA,IC178Q07JA,Math_mean,ST296Q01JA
HKG,3,3,3,3,3,3,3,3,3,3,3,3,3,3,577.918,2
HKG,4,4,4,3,1,3,1,4,4,4,4,4,4,4,562.101,2
HKG,4,4,4,2,2,1,1,4,4,2,2,4,2,2,555.0892,2
HKG,4,4,4,4,4,4,4,3,3,3,3,3,3,3,453.5273,4
HKG,4,4,4,4,4,4,4,4,4,4,4,4,4,4,411.3985,1
HKG,5,3,4,2,3,1,1,5,3,3,2,3,1,1,592.7604,2
HKG,2,4,2,2,2,2,1,3,4,2,2,2,2,1,805.5276,2
HKG,3,3,2,2,2,1,1,4,3,2,2,2,1,1,552.0812,3
HKG,2,2,2,2,2,2,2,2,2,2,2,2,99,2,573.7397,2
HKG,3,2,2,2,2,2,2,3,2,2,2,2,2,2,434.8386,2
HKG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,424.0206,1
HKG,4,3,3,2,3,3,2,5,4,3,2,3,3,2,606.8755,3
HKG,3,3,3,2,3,2,1,3,3,3,3,3,3,1,451.109,2
HKG,1,2,3,1,2,1,1,1,2,4,2,2,1,1,603.71,2
HKG,4,1,1,99,1,1,4,4,1,5,1,1,1,5,641.2225,3
HKG,3,2,1,3,1,1,2,3,1,1,3,1,1,1,520.5989,2
HKG,1,6,6,6,6,3,1,1,4,3,4,6,3,1,571.4127,3
HKG,3,3,3,3,3,3,3,3,3,3,3,3,3,3,672.4663,3
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,490.4147,$null$
HKG,3,3,3,4,4,4,4,4,4,4,4,4,4,4,548.5908,4
HKG,4,4,4,2,4,1,1,5,5,5,3,5,1,1,590.4055,2
HKG,5,5,1,1,4,1,1,5,5,1,1,5,1,1,517.4789,1
HKG,1,3,3,3,1,1,1,1,3,3,1,3,1,1,515.642,3
HKG,2,3,1,2,2,1,2,2,1,2,1,2,3,2,591.0209,2
HKG,4,4,4,2,4,2,2,6,6,6,3,4,2,2,589.3722,3
HKG,3,2,3,3,1,2,1,3,2,3,2,1,1,1,609.6428,3
HKG,3,3,3,3,3,3,3,3,3,3,3,3,3,3,512.987,1
HKG,3,2,2,2,1,1,1,4,2,4,1,1,1,1,514.3446,2
HKG,2,4,3,2,2,2,2,2,4,3,2,2,2,2,616.7323,2
HKG,2,3,3,3,3,2,2,2,3,3,3,3,2,2,606.0857,3
HKG,3,3,2,2,1,2,1,4,3,2,2,2,2,1,566.0561,3
HKG,3,3,3,3,3,3,3,4,4,4,4,4,4,4,494.9326,2
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,606.3633,3
HKG,3,4,4,4,4,4,5,4,5,5,5,5,5,6,546.733,1
HKG,3,3,2,2,2,1,1,4,3,99,1,2,1,1,516.9094,3
HKG,3,2,2,2,2,2,1,3,3,3,3,3,3,3,635.2955,2
HKG,2,4,3,1,4,2,1,1,4,3,1,4,2,1,473.1026,3
HKG,4,2,4,2,2,2,2,5,3,5,2,2,2,2,669.6717,3
HKG,99,99,99,99,99,99,99,99,99,99,99,99,99,99,605.2015,1
HKG,3,3,3,2,3,3,2,4,4,4,2,1,2,1,537.0229,3
HKG,4,4,4,4,4,4,4,3,3,3,3,3,3,3,610.3437,1
HKG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,563.6375,6
HKG,6,6,6,6,6,6,6,6,6,6,6,6,6,6,371.0889,1
HKG,5,3,3,2,3,2,2,5,3,3,2,3,2,2,586.4789,1
HKG,3,3,3,3,3,3,3,4,4,4,4,4,4,4,469.2965,2
HKG,3,4,3,2,3,1,1,3,3,2,2,3,1,1,386.6937,1
HKG,1,3,3,2,3,3,3,1,3,3,3,3,3,3,558.0785,2
HKG,1,2,2,2,2,2,2,1,2,2,2,2,2,2,644.3105,2
HKG,4,3,3,1,4,3,4,4,3,4,1,3,4,4,452.3107,2
HKG,2,3,4,2,4,2,1,2,3,4,2,4,2,1,578.5496,1
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,612.1126,$null$
HKG,3,3,3,2,3,3,2,3,3,3,3,3,3,3,435.6854,2
HKG,3,4,2,2,3,2,2,2,4,3,2,2,2,2,546.0754,3
HKG,4,2,2,1,2,2,1,4,2,2,2,2,2,1,574.1712,2
HKG,4,4,4,4,4,4,4,4,4,4,4,4,4,4,356.6347,2
HKG,4,4,4,4,4,4,4,3,3,3,3,3,3,3,490.5446,2
HKG,4,3,2,2,2,2,2,3,2,2,2,2,2,2,402.616,1
HKG,4,2,3,2,2,2,3,5,1,4,2,3,1,4,628.194,1
HKG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,531.2871,2
HKG,2,2,2,1,2,2,1,3,3,3,1,2,2,1,713.7046,1
HKG,1,3,3,3,1,3,1,1,3,3,3,1,3,1,516.3211,2
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,585.3189,$null$
HKG,3,4,3,2,2,2,2,4,5,3,2,2,2,1,514.8089,5
HKG,1,3,1,1,1,1,1,1,5,1,1,1,1,1,558.2509,2
HKG,5,3,2,4,3,5,6,2,3,5,2,3,2,1,595.2539,3
HKG,4,3,3,2,3,3,2,4,4,3,3,3,4,2,662.4536,5
HKG,3,2,3,1,3,1,1,6,2,2,1,2,1,1,592.9567,1
HKG,3,3,3,2,3,2,1,3,3,4,2,2,2,1,630.1652,2
HKG,3,2,2,2,2,2,2,6,2,2,2,2,2,2,677.3323,2
HKG,4,2,2,1,2,2,1,4,2,2,1,2,2,1,754.2034,2
HKG,4,4,4,4,4,4,4,4,4,4,4,4,4,4,377.5483,3
HKG,3,4,3,2,3,1,1,2,4,3,1,2,1,1,594.626,3
HKG,5,1,3,1,2,2,3,6,1,3,1,2,2,3,703.4184,4
HKG,3,4,3,4,3,4,3,1,2,2,3,4,4,5,653.4967,1
HKG,4,2,3,2,1,1,1,5,1,3,1,1,1,2,730.4568,1
HKG,1,4,3,3,4,2,1,1,5,1,2,5,1,1,571.8288,1
HKG,4,4,99,2,3,99,99,3,3,3,3,3,3,3,634.3814,6
HKG,3,3,3,3,3,2,3,4,4,3,3,3,2,3,715.262,3
HKG,2,4,3,3,3,3,1,4,4,3,3,3,3,1,615.4221,3
HKG,2,2,2,2,2,2,2,2,2,2,2,2,2,2,526.0422,1
HKG,5,1,2,1,3,1,1,6,2,2,1,1,1,1,626.8099,2
HKG,4,2,2,2,3,3,3,4,2,2,2,3,3,3,494.835,2
HKG,4,4,4,4,2,2,2,4,3,4,2,2,2,2,589.8662,1
HKG,99,99,99,99,99,99,99,99,99,99,99,99,99,99,451.644,2
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,579.077,$null$
HKG,4,3,3,1,3,1,1,4,4,4,2,4,1,1,584.8134,1
HKG,3,3,3,3,3,3,3,4,4,4,4,4,4,4,547.1758,2
HKG,6,5,3,3,5,1,1,6,6,6,1,6,1,1,333.0968,3
HKG,3,3,3,3,3,3,3,3,3,2,2,3,99,2,458.9354,2
HKG,3,3,3,1,1,2,1,3,3,3,1,1,2,1,477.6064,2
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,573.2405,$null$
HKG,2,2,2,2,2,2,2,3,2,2,2,2,2,2,441.0331,1
HKG,3,3,3,2,3,1,2,4,4,4,2,3,1,1,658.9499,3
HKG,5,5,5,5,5,5,5,5,5,5,5,5,5,5,454.7834,2
HKG,3,3,3,2,3,1,1,3,3,3,3,3,3,3,513.4247,3
HKG,4,4,4,4,4,4,4,4,4,4,4,4,4,4,401.2456,1
HKG,5,4,3,5,4,5,5,4,5,5,4,5,4,4,396.2978,1
HKG,1,4,1,1,1,1,1,99,99,99,99,99,99,99,414.4313,1
HKG,4,4,4,3,4,2,2,4,4,4,4,4,4,4,515.3478,1
HKG,3,2,2,2,2,2,2,3,2,2,2,2,2,2,392.2923,1
HKG,2,3,3,2,2,3,1,3,4,4,2,2,3,1,649.3853,2
HKG,5,5,5,5,5,5,5,5,5,5,5,5,5,5,611.2696,2
HKG,4,4,4,4,4,4,4,1,1,1,1,1,1,1,336.9983,2
HKG,4,2,4,1,2,4,4,3,4,4,4,4,4,4,507.3238,1
HKG,2,3,3,2,3,2,2,2,3,3,3,3,2,2,573.5323,2
HKG,5,5,5,5,5,5,5,5,5,5,5,5,5,5,530.9954,3
HKG,5,2,5,1,2,3,1,5,2,3,5,2,1,1,555.0565,2
HKG,3,3,3,3,3,3,3,3,3,3,3,3,3,3,477.3227,1
HKG,4,4,4,4,4,4,4,4,4,4,4,4,4,4,411.8847,2
HKG,3,3,3,2,1,2,1,3,3,3,2,1,3,1,582.0383,2
HKG,2,3,3,2,2,2,2,3,3,3,2,3,2,2,700.3082,2
HKG,4,4,4,4,4,4,4,4,4,4,4,4,4,4,415.3054,1
HKG,3,3,3,1,2,2,3,4,3,3,1,2,2,3,654.0817,1
HKG,99,99,99,99,99,99,99,99,99,99,99,99,99,99,352.9934,4
HKG,99,99,99,99,99,99,99,5,5,1,1,5,5,1,500.6365,3
HKG,6,6,6,6,6,6,6,6,6,6,6,6,6,6,587.5636,6
HKG,3,5,3,2,5,1,2,3,5,3,2,5,2,2,531.9983,1
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,540.9321,$null$
HKG,2,3,3,1,3,1,1,4,4,2,1,4,1,1,650.1758,2
HKG,4,3,3,2,3,3,2,3,2,2,2,2,2,2,661.2896,3
HKG,4,3,1,1,1,1,1,4,3,2,2,2,2,2,531.4561,1
HKG,99,99,99,99,99,99,99,99,99,99,99,99,99,99,318.236,1
HKG,3,2,4,2,2,2,2,3,2,2,2,2,2,2,463.6243,1
HKG,2,2,3,2,2,2,1,2,3,4,2,3,1,1,600.6451,2
HKG,3,3,3,3,3,3,3,3,3,3,3,3,3,99,432.2134,2
HKG,3,1,1,3,1,1,1,3,1,1,3,1,1,1,455.7518,2
HKG,3,3,3,3,3,3,3,3,3,3,3,3,3,3,539.0712,2
HKG,2,2,2,3,1,1,1,4,2,2,2,1,1,1,520.3768,4
HKG,3,2,3,2,2,2,2,3,2,3,2,2,2,2,516.418,1
HKG,3,3,3,2,3,3,1,3,3,3,2,3,3,1,679.0146,3
HKG,2,3,2,2,3,3,2,3,4,2,2,3,3,1,605.3462,2
HKG,3,3,3,3,3,3,3,3,3,3,3,3,3,3,590.0798,3
HKG,3,3,3,2,2,2,1,4,3,2,2,1,1,1,638.664,1
HKG,3,4,3,3,4,3,3,4,4,3,3,4,3,4,772.3152,2
HKG,3,4,1,2,3,1,2,3,3,2,2,3,2,1,515.9255,3
HKG,4,2,4,1,1,1,1,4,3,5,1,1,1,1,660.071,1
HKG,4,3,3,2,3,1,3,4,4,3,3,3,1,2,484.745,3
HKG,4,1,3,2,3,2,2,4,2,4,2,3,2,3,617.031,2
HKG,1,4,5,3,5,3,1,1,5,4,3,5,1,1,555.801,2
HKG,5,2,3,2,2,2,1,6,2,3,2,2,2,1,661.247,3
HKG,99,6,1,1,1,1,2,6,3,2,1,1,1,1,524.2273,3
HKG,3,2,3,2,3,2,2,3,2,3,2,3,2,2,721.1987,1
HKG,5,2,3,3,2,3,2,6,2,4,1,2,1,1,594.8827,2
HKG,2,2,2,1,1,1,1,2,2,2,1,1,1,1,506.3527,2
HKG,4,4,4,2,4,3,3,4,4,4,4,4,4,4,586.084,2
HKG,1,3,3,3,3,3,2,1,3,3,3,3,3,2,518.2343,1
HKG,3,3,3,3,3,3,2,3,3,3,3,2,2,2,590.0621,2
HKG,4,3,4,4,4,4,4,4,4,4,3,3,4,4,598.9985,2
HKG,3,3,3,2,2,2,2,3,4,3,2,2,2,2,652.0292,3
HKG,4,3,99,3,3,1,1,99,99,99,99,99,99,99,394.2918,3
HKG,2,3,3,3,1,1,1,1,2,1,3,1,1,1,606.1389,1
HKG,3,3,3,2,3,2,2,4,4,4,2,4,1,2,465.5669,3
HKG,1,3,4,3,3,2,1,2,4,4,3,3,2,1,537.815,1
HKG,1,6,6,2,6,6,1,1,6,6,2,6,1,1,425.8793,3
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,444.8893,$null$
HKG,4,3,4,2,2,4,3,4,4,4,4,4,4,4,637.4446,3
HKG,1,3,3,3,2,3,3,3,3,3,3,3,3,2,588.0645,3
HKG,5,1,3,2,1,1,1,6,1,1,2,1,1,1,531.5507,3
HKG,3,2,3,2,2,3,2,4,3,4,2,2,3,3,638.0477,3
HKG,5,5,5,5,5,5,5,5,5,5,5,5,5,5,592.4173,1
HKG,4,2,4,2,3,1,3,4,4,4,4,4,1,4,649.872,1
HKG,4,2,3,1,2,2,2,6,2,3,1,2,2,2,512.5897,3
HKG,5,4,2,2,2,2,2,6,4,2,2,2,2,2,560.3391,1
HKG,4,4,4,4,4,4,4,4,4,4,4,4,4,4,721.2221,2
HKG,3,3,3,3,3,3,3,4,4,4,4,4,4,4,539.0841,6
HKG,4,4,4,1,4,2,1,99,99,99,99,99,99,99,531.4927,2
HKG,2,2,2,3,3,2,3,2,4,99,2,3,3,2,637.099,3
HKG,3,2,2,1,2,1,1,4,2,2,1,2,1,1,685.9731,2
HKG,3,3,4,2,3,2,1,3,3,5,2,3,2,1,729.5659,1
HKG,3,2,3,3,2,2,2,3,2,3,2,2,3,3,446.6708,2
HKG,3,3,4,2,3,3,2,4,4,5,2,4,3,2,567.4782,3
HKG,3,3,3,3,3,3,3,3,3,3,3,3,3,3,531.7817,1
HKG,3,3,1,3,1,3,1,4,2,3,3,3,3,1,501.4892,1
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,462.0091,$null$
HKG,4,3,4,3,3,2,2,4,3,4,3,4,3,3,448.4452,2
HKG,6,1,6,1,1,3,1,6,1,6,1,1,2,1,629.3735,1
HKG,3,3,3,1,1,1,1,3,3,1,1,3,3,3,496.9332,3
HKG,6,6,3,2,2,2,2,4,3,3,2,2,2,2,607.0819,2
HKG,4,1,1,1,2,1,1,6,1,1,2,1,1,1,583.586,1
HKG,5,5,5,5,5,5,5,5,5,5,5,5,5,5,533.4482,2
HKG,3,2,3,2,3,2,1,3,2,3,2,3,2,1,597.5818,3
HKG,2,3,2,2,2,2,1,3,3,3,2,3,2,1,581.85,2
HKG,6,5,5,2,6,2,1,6,4,5,2,2,2,1,573.9757,1
HKG,4,4,4,4,4,4,4,5,5,5,5,5,5,5,479.3338,2
HKG,3,3,4,2,2,4,1,3,3,4,3,3,4,1,632.803,2
HKG,3,2,2,1,1,1,1,3,2,2,1,1,1,1,606.908,3
HKG,2,3,2,2,2,2,2,3,3,2,2,2,2,2,577.9985,2
HKG,3,4,3,3,3,3,3,3,3,3,2,2,2,2,667.0592,1
HKG,3,2,3,2,2,99,1,3,2,3,1,2,2,1,579.8324,3
HKG,2,2,1,1,2,1,1,2,2,2,1,2,1,1,606.3242,1
HKG,4,4,3,3,3,3,3,5,4,3,3,3,3,3,507.7341,2
HKG,4,2,4,2,2,3,2,4,2,4,2,2,2,2,538.7128,1
HKG,6,6,6,6,6,6,3,6,6,6,6,6,6,1,472.6704,1
HKG,2,2,2,1,1,2,1,3,3,2,1,1,1,1,586.8312,3
HKG,3,3,3,3,3,3,3,3,3,3,3,3,3,3,565.7883,1
HKG,5,4,3,3,3,3,2,6,6,5,5,5,5,3,473.0326,2
HKG,3,3,3,3,4,3,2,2,3,2,4,5,4,4,579.1654,1
HKG,2,2,2,2,2,2,2,4,4,4,4,4,4,4,347.8358,1
HKG,2,2,2,2,2,2,2,3,3,3,3,3,3,3,331.9098,2
HKG,5,5,5,5,5,5,5,4,4,4,4,4,4,4,326.9454,4
HKG,3,3,3,3,3,3,3,3,3,3,3,3,3,3,575.4811,4
HKG,4,3,3,2,2,2,2,5,3,3,2,2,1,2,593.65,2
HKG,4,2,2,1,1,1,1,3,2,2,1,1,1,1,462.5201,3
HKG,4,4,4,4,4,4,4,4,4,4,4,4,4,4,434.0814,3
HKG,4,4,5,2,2,2,1,4,4,5,2,2,2,1,481.8393,2
HKG,2,5,5,3,5,4,6,6,5,5,3,5,4,6,279.3046,5
HKG,3,3,3,3,3,1,1,3,3,3,3,3,1,1,545.9816,2
HKG,4,4,4,4,4,4,4,4,4,4,4,4,4,4,476.0957,1
HKG,1,3,2,2,2,2,1,1,4,2,2,2,2,2,639.3252,2
HKG,3,2,2,1,2,1,1,4,2,2,1,2,1,1,830.0585,1
HKG,3,1,1,1,1,1,1,4,4,4,4,4,4,4,398.9611,1
HKG,3,3,2,2,2,3,1,3,2,2,3,3,2,1,632.1722,3
HKG,5,1,3,1,1,1,1,5,1,3,1,1,1,1,581.3127,3
HKG,2,2,2,2,2,2,2,2,2,2,2,2,2,2,520.1696,3
HKG,3,3,3,2,2,2,1,4,3,3,1,2,2,1,659.809,3
HKG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,615.6759,1
HKG,2,2,2,2,2,2,1,1,1,1,1,1,1,1,414.6904,3
HKG,2,3,3,3,3,3,3,2,3,3,3,3,3,3,454.9233,3
HKG,2,2,2,2,2,2,2,2,2,2,2,2,2,2,715.5437,1
HKG,6,6,6,6,6,6,6,6,6,6,6,6,6,6,293.9926,4
HKG,4,4,4,1,4,1,1,4,4,4,1,4,1,1,503.6086,3
HKG,3,4,4,2,4,4,4,4,5,5,2,5,4,4,477.1136,3
HKG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,367.0754,1
HKG,4,6,6,2,3,1,1,5,6,6,1,3,1,1,427.8863,1
HKG,3,2,3,3,3,3,3,3,2,3,3,3,3,3,418.527,2
HKG,3,3,3,3,3,3,3,4,4,4,4,4,4,4,539.9107,2
HKG,2,4,4,2,4,2,1,2,5,2,1,5,1,1,512.35,3
HKG,2,4,2,2,4,2,2,2,5,2,2,4,2,2,772.786,1
HKG,6,6,6,5,6,5,5,6,6,5,4,6,4,5,564.6131,5
HKG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,423.7333,1
HKG,6,6,6,6,1,5,1,6,6,6,6,1,4,1,728.3243,2
HKG,3,3,3,3,3,3,2,4,3,4,3,3,3,2,626.6021,2
HKG,3,3,3,1,3,1,2,3,3,3,1,3,1,2,654.8286,3
HKG,1,6,6,2,5,1,6,1,4,4,2,4,2,5,586.4164,3
HKG,3,3,3,3,3,3,3,3,3,3,3,3,3,3,589.6731,1
HKG,6,2,6,3,6,1,6,6,4,6,6,6,6,6,484.5924,1
HKG,3,2,4,1,1,2,1,4,2,4,1,2,2,1,632.2316,3
HKG,5,2,5,2,2,2,2,2,2,2,3,2,2,2,535.5791,4
HKG,6,3,6,5,3,5,2,6,3,6,5,3,5,3,723.3828,3
HKG,5,3,99,2,3,2,3,2,2,2,2,2,2,2,511.823,2
HKG,6,6,4,2,6,2,2,6,6,6,2,6,2,2,658.98,3
HKG,5,4,5,3,2,3,2,5,4,5,3,2,3,2,654.181,3
HKG,5,5,5,5,5,5,5,5,5,5,5,5,5,5,412.5886,2
HKG,4,3,3,3,3,3,3,4,3,3,3,3,1,1,533.5344,1
HKG,6,5,5,6,5,5,6,6,5,6,6,6,5,6,470.4485,2
HKG,3,3,2,2,3,2,2,1,3,1,1,3,2,2,619.7384,4
HKG,4,1,4,4,1,5,4,4,1,3,1,1,5,5,499.4649,3
HKG,1,4,2,1,4,2,2,1,5,2,2,5,2,1,603.7781,1
HKG,5,2,3,1,2,1,1,6,2,3,1,1,1,1,595.7636,2
HKG,3,2,4,2,1,1,1,5,2,3,2,1,1,1,562.1715,2
HKG,1,2,2,2,2,2,2,1,2,3,2,2,3,4,488.1058,1
HKG,5,3,4,2,4,3,1,5,4,4,2,3,1,1,618.9669,2
HKG,3,2,2,2,2,3,1,3,3,3,2,3,3,1,698.1967,3
HKG,2,2,2,3,2,2,1,2,2,2,2,2,1,1,575.7532,1
HKG,2,4,4,2,3,2,3,2,3,4,2,3,2,2,602.7086,3
HKG,6,2,2,3,3,3,4,6,6,6,2,4,3,4,524.1131,2
HKG,5,4,5,2,2,2,2,6,3,6,2,2,2,2,538.76,4
HKG,3,2,2,1,2,1,1,3,2,2,1,2,1,1,702.1576,1
HKG,4,3,4,4,4,4,4,4,4,4,5,4,4,4,584.7762,5
HKG,4,4,3,3,3,3,3,3,3,3,3,3,3,3,432.3895,1
HKG,1,4,1,1,1,1,1,1,4,1,1,1,1,1,446.1118,1
HKG,3,2,3,2,2,3,3,3,2,3,2,2,2,1,685.7054,1
HKG,2,4,4,2,4,2,1,3,3,3,2,3,3,1,693.0328,1
HKG,4,3,3,2,2,2,2,5,3,3,2,2,2,2,645.2487,1
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,579.9757,$null$
HKG,4,4,4,4,4,4,3,5,2,3,4,3,3,3,428.1521,2
HKG,3,3,3,1,2,1,1,4,3,3,1,2,1,1,676.4078,1
HKG,5,5,6,2,2,1,2,6,2,6,2,2,2,6,579.4002,1
HKG,3,4,4,3,4,4,3,2,2,2,1,1,2,1,511.4663,2
HKG,3,2,1,1,1,3,1,4,4,4,1,1,4,1,566.8668,1
HKG,3,2,3,2,3,2,2,4,3,3,3,3,3,3,564.7688,3
HKG,4,3,4,3,4,5,4,4,2,3,3,5,4,3,521.9675,1
HKG,2,2,2,2,2,2,1,3,2,2,2,2,2,2,536.2363,2
HKG,4,4,3,3,2,2,2,2,2,2,2,2,2,2,633.2321,1
HKG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,632.8857,6
HKG,4,4,4,4,4,4,4,4,4,4,4,4,4,4,439.9882,2
HKG,5,5,5,2,2,2,4,5,5,5,2,2,2,4,501.212,3
HKG,3,2,1,2,1,1,2,4,2,2,2,1,1,1,498.5173,2
HKG,4,4,4,4,4,4,4,4,4,4,4,4,4,4,618.7247,3
HKG,5,3,5,1,2,2,1,5,4,5,1,2,2,1,730.7381,3
HKG,4,2,2,1,3,2,2,4,3,3,2,3,3,2,602.449,3
HKG,4,3,3,3,3,3,3,3,99,4,4,4,4,4,434.873,3
HKG,3,3,3,3,3,3,3,3,3,3,3,3,3,3,422.2473,1
HKG,5,4,3,4,5,4,3,3,4,3,4,5,4,3,314.9188,4
HKG,2,3,4,2,1,4,1,3,3,4,2,1,1,1,584.8147,1
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,540.4665,$null$
HKG,5,6,6,99,5,5,6,3,4,2,3,4,3,4,543.4774,1
HKG,3,3,3,2,99,3,3,3,3,3,2,3,3,3,623.2794,1
HKG,3,2,3,2,1,2,1,4,2,3,2,1,2,1,654.2533,2
HKG,6,6,6,6,6,6,6,6,6,6,6,6,6,6,484.877,1
HKG,2,3,3,2,3,2,2,2,3,3,2,3,2,2,587.6983,3
HKG,6,2,6,3,1,1,1,6,6,4,6,1,1,1,526.4629,2
HKG,4,2,4,1,2,1,1,5,2,3,1,2,1,1,651.2889,3
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,601.4194,$null$
HKG,5,3,1,1,2,1,1,6,3,3,1,1,2,1,666.8027,1
HKG,4,4,4,4,4,5,6,4,4,4,4,4,4,6,508.3459,2
HKG,3,3,3,3,3,3,3,3,4,4,4,4,4,4,405.5091,3
HKG,5,5,4,4,4,4,4,5,5,4,4,4,4,4,401.0043,1
HKG,3,3,3,3,3,3,3,3,3,3,3,3,3,3,612.8989,2
HKG,2,2,2,1,1,3,1,4,4,4,4,4,2,2,500.9017,1
HKG,4,3,2,1,2,1,1,4,3,1,1,2,1,1,435.1428,2
HKG,2,2,1,2,2,1,2,3,2,1,1,2,1,3,452.7435,2
HKG,6,6,2,2,6,2,2,6,6,2,2,6,1,1,499.264,4
HKG,99,99,99,99,99,99,99,99,99,99,99,99,99,99,565.2707,4
HKG,1,2,3,1,2,2,2,1,2,2,1,2,2,1,725.1615,3
HKG,4,4,4,3,4,5,4,4,6,4,5,5,4,5,428.0395,4
HKG,3,3,3,2,2,3,1,4,4,4,2,2,4,1,597.3906,4
HKG,1,4,4,2,4,3,1,1,5,5,2,5,2,1,556.3727,2
HKG,3,2,2,2,3,1,1,3,3,2,2,3,2,1,539.2857,2
HKG,1,4,5,2,4,4,1,1,5,3,2,3,1,1,518.8159,2
HKG,2,5,6,1,6,6,2,2,6,6,1,6,6,2,412.9032,1
HKG,6,6,6,3,6,4,3,6,6,6,4,6,4,5,421.7954,1
HKG,1,3,3,2,2,2,2,1,4,3,2,2,2,2,518.5001,3
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,594.6788,$null$
HKG,4,4,5,4,4,5,5,4,4,4,4,4,4,4,581.025,6
HKG,4,4,4,4,4,4,4,4,4,4,4,4,4,4,376.9784,1
HKG,6,6,6,6,6,2,6,6,6,6,6,6,1,6,486.2893,2
HKG,1,1,1,1,1,1,1,2,6,5,3,5,5,4,596.6349,1
HKG,4,4,4,4,4,4,4,4,4,4,4,4,5,4,491.8764,4
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,555.9755,$null$
HKG,4,4,4,3,4,1,5,1,2,3,4,2,6,5,409.649,2
HKG,4,5,3,2,5,1,3,5,4,3,2,5,1,3,531.3397,3
HKG,4,4,3,4,6,2,1,1,6,1,3,4,2,1,381.8476,2
HKG,2,3,3,2,2,2,2,2,3,3,2,2,2,2,591.2844,2
HKG,3,4,3,2,4,3,3,3,4,4,1,4,4,4,537.7734,2
HKG,3,4,3,3,3,2,2,3,4,3,3,3,2,2,641.6038,2
HKG,4,4,4,3,3,1,1,4,4,4,3,4,1,1,432.5512,2
HKG,4,1,4,1,4,1,1,4,4,4,1,4,1,1,288.4617,2
HKG,4,4,3,3,3,3,3,4,4,4,4,3,3,3,440.7894,1
HKG,99,99,99,99,99,99,99,99,99,99,99,99,99,99,411.1685,1
HKG,5,3,5,5,1,5,1,4,2,5,5,5,1,1,729.9733,4
HKG,4,4,3,2,3,1,1,5,4,3,2,4,1,1,583.0179,3
HKG,3,2,2,2,2,2,2,3,2,2,2,2,2,2,534.8321,2
HKG,3,3,2,2,2,1,2,2,2,2,2,2,2,2,390.0854,3
HKG,4,4,4,4,4,4,4,4,4,4,4,4,4,4,504.5024,1
HKG,4,4,4,4,4,4,4,4,4,4,4,4,4,4,463.2612,1
HKG,5,2,4,2,2,2,2,5,2,4,2,2,2,2,573.0958,2
HKG,6,6,6,6,1,1,4,6,3,6,2,2,3,3,459.7563,1
HKG,3,4,5,5,2,5,1,2,5,6,3,5,3,1,437.0481,3
HKG,3,3,3,2,3,1,1,4,4,99,2,3,2,3,527.473,2
HKG,4,4,4,4,4,4,4,4,4,4,4,4,4,4,379.0204,3
HKG,99,99,99,99,99,99,99,99,99,99,99,99,99,99,518.8137,1
HKG,1,2,1,2,3,2,2,2,3,3,2,2,1,2,581.4365,2
HKG,3,2,2,2,2,1,1,3,2,2,2,1,1,1,533.8586,2
HKG,99,99,99,99,99,99,99,99,99,99,99,99,99,99,481.9751,6
